Name,Address,Latitude,Longitude,BeerPrice,HappyHourPrice,HasHappyHour,HappyHourTimes,AvgRating,RatingsCount,OpeningHours,SpecialNotes,URL
Timebar Stockholm,"Hornsgatan 174, 117 34 Stockholm, Sweden",59.3153463,18.0333727,59,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 15:00 – 03:00 | Tue: 15:00 – 03:00 | Wed: 15:00 – 03:00 | Thu: 15:00 – 03:00 | Fri: 15:00 – 03:00 | Sat: 15:00 – 03:00 | Sun: 15:00 – 03:00,Terrace · Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00) · DJ · Live Music,https://www.google.com/maps/search/?api=1&query=Timebar+Stockholm+Hornsgatan+174%2C+117+34+Stockholm%2C+Sweden
Restaurang Hanks Heaven,"43, 124 54 Bandhagen, Sweden",59.2630656,18.0432659,48,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 11:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Restaurang+Hanks+Heaven+43%2C+124+54+Bandhagen%2C+Sweden
Cornostrada,"Hornsgatan, 118 49 Stockholm, Sweden",59.31850839999999,18.0604465,48,,No,,0,0,Mon: 10:00 – 00:00 | Tue: 10:00 – 01:00 | Wed: 10:00 – 01:00 | Thu: 10:00 – 01:00 | Fri: 10:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Cornostrada+Hornsgatan%2C+118+49+Stockholm%2C+Sweden
The Green Hunter,"Götgatan 64, 118 26 Stockholm, Sweden",59.3134272,18.0735968,48,,Yes,Sun 16:00–18:00; Wed 16:00–18:00; Sat 16:00–18:00; Thu 16:00–18:00; Mon 16:00–18:00; Fri 16:00–18:00; Tue 16:00–18:00,0,0,Mon: 12:00 – 01:00 | Tue: 12:00 – 01:00 | Wed: 12:00 – 01:00 | Thu: 12:00 – 01:00 | Fri: 12:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,Happy Hour (Sun 16:00–18:00; Wed 16:00–18:00; Sat 16:00–18:00; Thu 16:00–18:00; Mon 16:00–18:00; Fri 16:00–18:00; Tue 16:00–18:00),https://www.google.com/maps/search/?api=1&query=The+Green+Hunter+G%C3%B6tgatan+64%2C+118+26+Stockholm%2C+Sweden
Viking Bar,"Hornsgatan 35, 118 49 Stockholm, Sweden",59.31860330000001,18.0612561,49,,No,,0,0,Mon: 14:00 – 00:00 | Tue: 14:00 – 00:00 | Wed: 14:00 – 00:00 | Thu: 14:00 – 00:00 | Fri: 14:00 – 01:00 | Sat: 14:00 – 01:00 | Sun: 14:00 – 23:00,Terrace · Live Music,https://www.google.com/maps/search/?api=1&query=Viking+Bar+Hornsgatan+35%2C+118+49+Stockholm%2C+Sweden
Mästers Bar & Kök,"Götgatan 27, 116 21 Stockholm, Sweden",59.31710649999999,18.0720562,49,,No,,0,0,Mon: 16:00 – 00:00 | Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 14:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 14:00 – 23:00,Terrace · Pool Table,https://www.google.com/maps/search/?api=1&query=M%C3%A4sters+Bar+%26+K%C3%B6k+G%C3%B6tgatan+27%2C+116+21+Stockholm%2C+Sweden
Stora Vikingen: Röde Orm,"35 - 37, Hornsgatan 35, 118 49 Stockholm, Sweden",59.31854749999999,18.0608174,49,,No,,0,0,Mon: 09:00 – 23:00 | Tue: 09:00 – 23:00 | Wed: 09:00 – 23:00 | Thu: 09:00 – 23:00 | Fri: 09:00 – 00:00 | Sat: 12:00 – 00:00 | Sun: 12:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Stora+Vikingen%3A+R%C3%B6de+Orm+35+-+37%2C+Hornsgatan+35%2C+118+49+Stockholm%2C+Sweden
Carmen,"Tjärhovsgatan 14, 116 21 Stockholm, Sweden",59.31506959999999,18.0759372,49,44,Yes,Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00; Sun 16:00–18:00,5,1,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 01:00,Happy Hour (Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00; Sun 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Carmen+Tj%C3%A4rhovsgatan+14%2C+116+21+Stockholm%2C+Sweden
Balthazar,"Högbergsgatan 33, 116 20 Stockholm, Sweden",59.31658149999999,18.0727863,49,35,Yes,Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00; Sun 16:00–18:00,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 01:00,Happy Hour (Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00; Sun 16:00–18:00),https://www.google.com/maps/search/?api=1&query=Balthazar+H%C3%B6gbergsgatan+33%2C+116+20+Stockholm%2C+Sweden
Baras Backe,"Götgatan 33, 116 21 Stockholm, Sweden",59.3165089,18.0722928,49,39,Yes,Mon 14:00–17:00; Tue 14:00–17:00; Wed 14:00–17:00; Thu 14:00–17:00; Fri 14:00–17:00; Sat 14:00–17:00; Sun 14:00–17:00,0,0,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 14:00 – 01:00 | Sat: 14:00 – 01:00 | Sun: 15:00 – 01:00,Happy Hour (Mon 14:00–17:00; Tue 14:00–17:00; Wed 14:00–17:00; Thu 14:00–17:00; Fri 14:00–17:00; Sat 14:00–17:00; Sun 14:00–17:00),https://www.google.com/maps/search/?api=1&query=Baras+Backe+G%C3%B6tgatan+33%2C+116+21+Stockholm%2C+Sweden
Söderkällaren,"Tjärhovsgatan 12, 116 21 Stockholm, Sweden",59.3150529,18.0757306,49,,Yes,Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 01:00,Happy Hour (Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00),https://www.google.com/maps/search/?api=1&query=S%C3%B6derk%C3%A4llaren+Tj%C3%A4rhovsgatan+12%2C+116+21+Stockholm%2C+Sweden
Krukan,"Rosenlundsgatan 16, 118 53 Stockholm, Sweden",59.31713269999999,18.0553435,49,,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00,0,0,Mon: 12:00 – 01:00 | Tue: 12:00 – 01:00 | Wed: 12:00 – 01:00 | Thu: 12:00 – 01:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00),https://www.google.com/maps/search/?api=1&query=Krukan+Rosenlundsgatan+16%2C+118+53+Stockholm%2C+Sweden
The Central Bar,"Folkungagatan 57-59, 116 22 Stockholm, Sweden",59.3146543,18.0760778,49,39,Yes,Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 01:00,Happy Hour (Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00),https://www.google.com/maps/search/?api=1&query=The+Central+Bar+Folkungagatan+57-59%2C+116+22+Stockholm%2C+Sweden
Charles Dickens,"Folkungagatan 55, 116 22 Stockholm, Sweden",59.31459899999999,18.075623,49,,Yes,Mon 13:00–19:00; Tue 13:00–19:00; Wed 13:00–19:00; Thu 13:00–19:00; Fri 13:00–19:00,0,0,Mon: 15:00 – 03:00 | Tue: 15:00 – 03:00 | Wed: 15:00 – 03:00 | Thu: 15:00 – 03:00 | Fri: 13:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 03:00,Terrace · Happy Hour (Mon 13:00–19:00; Tue 13:00–19:00; Wed 13:00–19:00; Thu 13:00–19:00; Fri 13:00–19:00),https://www.google.com/maps/search/?api=1&query=Charles+Dickens+Folkungagatan+55%2C+116+22+Stockholm%2C+Sweden
Bastard Burgers,"Hötorget 2-4, 111 57 Stockholm, Sweden",59.3347856,18.0638032,49,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 23:00 | Sat: 11:00 – 23:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Bastard+Burgers+H%C3%B6torget+2-4%2C+111+57+Stockholm%2C+Sweden
Bara enkelt,"Skånegatan 59, 116 37 Stockholm, Sweden",59.312297,18.079141,49,39,Yes,Mon 15:00–17:00; Tue 15:00–17:00; Wed 15:00–17:00; Thu 15:00–17:00; Fri 15:00–17:00; Sat 15:00–17:00; Sun 15:00–17:00,4.5,2,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 14:00 – 01:00 | Sun: 15:00 – 01:00,Happy Hour (Mon 15:00–17:00; Tue 15:00–17:00; Wed 15:00–17:00; Thu 15:00–17:00; Fri 15:00–17:00; Sat 15:00–17:00; Sun 15:00–17:00),https://www.google.com/maps/search/?api=1&query=Bara+enkelt+Sk%C3%A5negatan+59%2C+116+37+Stockholm%2C+Sweden
Södra Sidan Pub,"Folkungagatan 57, 116 22 Stockholm, Sweden",59.3146462,18.0757581,49,33,Yes,Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 01:00,Happy Hour (Mon 11:00–18:00; Tue 11:00–18:00; Wed 11:00–18:00; Thu 11:00–18:00; Fri 11:00–18:00; Sat 11:00–18:00; Sun 11:00–18:00),https://www.google.com/maps/search/?api=1&query=S%C3%B6dra+Sidan+Pub+Folkungagatan+57%2C+116+22+Stockholm%2C+Sweden
Pizzeria La Solo,"Hantverkargatan 37, 112 21 Stockholm, Sweden",59.32908319999999,18.0419971,49,,No,,0,0,Mon: 10:30 – 21:00 | Tue: 10:30 – 21:00 | Wed: 10:30 – 21:00 | Thu: 10:30 – 21:00 | Fri: 10:30 – 22:00 | Sat: 11:00 – 22:00 | Sun: 12:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Pizzeria+La+Solo+Hantverkargatan+37%2C+112+21+Stockholm%2C+Sweden
The Meat,"Vasagatan 7, 111 20 Stockholm, Sweden",59.332047,18.057473,49,,Yes,Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 00:00 | Sat: 11:00 – 00:00 | Sun: 12:00 – 23:00,Happy Hour (Sun 16:00–18:00; Mon 16:00–18:00; Tue 16:00–18:00; Wed 16:00–18:00; Thu 16:00–18:00; Fri 16:00–18:00; Sat 16:00–18:00),https://www.google.com/maps/search/?api=1&query=The+Meat+Vasagatan+7%2C+111+20+Stockholm%2C+Sweden
Pinocchio kök och bar,"Östgötagatan 32, 116 25 Stockholm, Sweden",59.3130939,18.0771044,49,39,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00,Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00; Sat 16:00–19:00; Sun 16:00–19:00),https://www.google.com/maps/search/?api=1&query=Pinocchio+k%C3%B6k+och+bar+%C3%96stg%C3%B6tagatan+32%2C+116+25+Stockholm%2C+Sweden
German Beer Hall Hornstull,"Hornsgatan 104, 117 26 Stockholm, Sweden",59.3174036,18.0497898,49,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00),https://www.google.com/maps/search/?api=1&query=German+Beer+Hall+Hornstull+Hornsgatan+104%2C+117+26+Stockholm%2C+Sweden
"The Bishops Arms, Vasagatan (Stockholm)","Vasagatan 7, 111 20 Stockholm, Sweden",59.33214330000001,18.0574654,49,,No,,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 12:00 – 03:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=The+Bishops+Arms%2C+Vasagatan+%28Stockholm%29+Vasagatan+7%2C+111+20+Stockholm%2C+Sweden
Continental Bar,"Nytorgsgatan 33, 116 40 Stockholm, Sverige",59.31295069999999,18.0828181,49,,Yes,Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00,0,0,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,Happy Hour (Mon 16:00–19:00; Tue 16:00–19:00; Wed 16:00–19:00; Thu 16:00–19:00; Fri 16:00–19:00),https://www.google.com/maps/search/?api=1&query=Continental+Bar+Nytorgsgatan+33%2C+116+40+Stockholm%2C+Sverige
Yttons Bar,"Skånegatan 90, 116 37 Stockholm, Sweden",59.3124376,18.0817401,49,,No,,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Yttons+Bar+Sk%C3%A5negatan+90%2C+116+37+Stockholm%2C+Sweden
Bens Bar,"Rosenlundsgatan 44A, 118 63 Stockholm, Sweden",59.3133922,18.0572112,49,,No,,0,0,Mon: 12:00 – 00:00 | Tue: 12:00 – 00:00 | Wed: 12:00 – 00:00 | Thu: 12:00 – 00:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Bens+Bar+Rosenlundsgatan+44A%2C+118+63+Stockholm%2C+Sweden
Marie Laveau,"Hornsgatan 66B, 118 21 Stockholm, Sweden",59.3185713,18.0591223,49,,No,,0,0,Mon: 15:00 – 03:00 | Tue: 15:00 – 03:00 | Wed: 15:00 – 03:00 | Thu: 15:00 – 03:00 | Fri: 15:00 – 03:00 | Sat: 15:00 – 03:00 | Sun: 15:00 – 03:00,Terrace,https://www.google.com/maps/search/?api=1&query=Marie+Laveau+Hornsgatan+66B%2C+118+21+Stockholm%2C+Sweden
Teodoras,"Sankt Eriksgatan 53B, 112 34 Stockholm, Sweden",59.33571490000001,18.0331838,49,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 13:00 – 03:00 | Tue: 13:00 – 03:00 | Wed: 13:00 – 03:00 | Thu: 13:00 – 03:00 | Fri: 13:00 – 03:00 | Sat: 13:00 – 03:00 | Sun: 13:00 – 03:00,Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00),https://www.google.com/maps/search/?api=1&query=Teodoras+Sankt+Eriksgatan+53B%2C+112+34+Stockholm%2C+Sweden
Bastard Burgers,"Brunkebergstorg 10, 111 51 Stockholm, Sweden",59.3315533,18.066903,49,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 11:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Bastard+Burgers+Brunkebergstorg+10%2C+111+51+Stockholm%2C+Sweden
Ms Humble & Mr Frank,"Karlbergsvägen 46A, 113 37 Stockholm, Sverige",59.34285790000001,18.0383058,49,,Yes,Sun 15:00–20:00; Mon 15:00–20:00; Tue 15:00–20:00; Wed 15:00–20:00; Thu 15:00–20:00; Fri 15:00–20:00,0,0,Mon: 10:00 – 20:00 | Tue: 10:00 – 20:00 | Wed: 10:00 – 20:00 | Thu: 10:00 – 20:00 | Fri: 10:00 – 20:00 | Sat: 10:00 – 20:00 | Sun: 10:00 – 20:00,Happy Hour (Sun 15:00–20:00; Mon 15:00–20:00; Tue 15:00–20:00; Wed 15:00–20:00; Thu 15:00–20:00; Fri 15:00–20:00),https://www.google.com/maps/search/?api=1&query=Ms+Humble+%26+Mr+Frank+Karlbergsv%C3%A4gen+46A%2C+113+37+Stockholm%2C+Sverige
Bastard Burgers,"Hantverkargatan 50, 112 31 Stockholm, Sweden",59.329891,18.037221,49,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 21:00 | Thu: 11:00 – 21:00 | Fri: 11:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 11:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Bastard+Burgers+Hantverkargatan+50%2C+112+31+Stockholm%2C+Sweden
Hornhuset,"Långholmsgatan 15B, 117 33 Stockholm, Sweden",59.3166568,18.0337446,49,,No,,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 12:00 – 03:00 | Sun: 12:00 – 20:00,Terrace,https://www.google.com/maps/search/?api=1&query=Hornhuset+L%C3%A5ngholmsgatan+15B%2C+117+33+Stockholm%2C+Sweden
Craft Pizzeria Kungsholmen,"Sankt Eriksgatan 40, 112 34 Stockholm, Sweden",59.3342113,18.0326932,49,,No,,0,0,Mon: 11:00 – 20:00 | Tue: 11:00 – 20:00 | Wed: 11:00 – 20:00 | Thu: 11:00 – 20:00 | Fri: 11:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 11:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Craft+Pizzeria+Kungsholmen+Sankt+Eriksgatan+40%2C+112+34+Stockholm%2C+Sweden
Craft Pizzeria,"Ralångsvägen 4, 120 50 Årsta, Sweden",59.2938149,18.0603869,49,,No,,0,0,Mon: 16:00 – 21:00 | Tue: 16:00 – 21:00 | Wed: 16:00 – 21:00 | Thu: 16:00 – 21:00 | Fri: 11:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 12:00 – 21:00,Terrace,https://www.google.com/maps/search/?api=1&query=Craft+Pizzeria+Ral%C3%A5ngsv%C3%A4gen+4%2C+120+50+%C3%85rsta%2C+Sweden
Älgen bar,"Långholmsgatan 42, 117 33 Stockholm, Sweden",59.314874,18.0337996,49,,Yes,Mon 13:00–18:00; Tue 13:00–18:00; Wed 13:00–18:00; Thu 13:00–18:00; Fri 13:00–18:00,0,0,Mon: 13:00 – 01:00 | Tue: 13:00 – 01:00 | Wed: 13:00 – 01:00 | Thu: 13:00 – 01:00 | Fri: 13:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 01:00,Happy Hour (Mon 13:00–18:00; Tue 13:00–18:00; Wed 13:00–18:00; Thu 13:00–18:00; Fri 13:00–18:00),https://www.google.com/maps/search/?api=1&query=%C3%84lgen+bar+L%C3%A5ngholmsgatan+42%2C+117+33+Stockholm%2C+Sweden
Söder Bar & Restaurang,"Ringvägen 125, 116 61 Stockholm, Sverige",59.3081371,18.0774745,49,,No,,0,0,Tue: 14:00 – 03:00 | Wed: 14:00 – 03:00 | Thu: 14:00 – 03:00 | Fri: 14:00 – 03:00 | Sat: 11:00 – 03:00 | Sun: 11:00 – 03:00,,https://www.google.com/maps/search/?api=1&query=S%C3%B6der+Bar+%26+Restaurang+Ringv%C3%A4gen+125%2C+116+61+Stockholm%2C+Sverige
Bistro Fridhem,"Fridhemsgatan 34, 112 40 Stockholm, Sweden",59.33330840000001,18.0298504,49,44,Yes,Mon 13:00–19:00; Tue 13:00–19:00; Wed 13:00–19:00; Thu 13:00–19:00; Fri 13:00–19:00; Sat 13:00–19:00; Sun 13:00–19:00,0,0,Mon: 13:00 – 01:00 | Tue: 13:00 – 01:00 | Wed: 13:00 – 01:00 | Thu: 13:00 – 01:00 | Fri: 13:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 01:00,Happy Hour (Mon 13:00–19:00; Tue 13:00–19:00; Wed 13:00–19:00; Thu 13:00–19:00; Fri 13:00–19:00; Sat 13:00–19:00; Sun 13:00–19:00),https://www.google.com/maps/search/?api=1&query=Bistro+Fridhem+Fridhemsgatan+34%2C+112+40+Stockholm%2C+Sweden
Bara 2.Noll,"Götgatan 103, 116 62 Stockholm, Sweden",59.30718129999999,18.0771917,49,,Yes,Mon 15:00–17:00; Tue 15:00–17:00; Wed 15:00–17:00; Thu 15:00–17:00; Fri 15:00–17:00,0,0,Mon: 15:00 – 01:00 | Tue: 15:00 – 01:00 | Wed: 15:00 – 01:00 | Thu: 15:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00,Happy Hour (Mon 15:00–17:00; Tue 15:00–17:00; Wed 15:00–17:00; Thu 15:00–17:00; Fri 15:00–17:00),https://www.google.com/maps/search/?api=1&query=Bara+2.Noll+G%C3%B6tgatan+103%2C+116+62+Stockholm%2C+Sweden
Restaurang Hang Chow,"Drottningholmsvägen 21, 112 42 Stockholm, Sweden",59.3318007,18.0289903,50,,No,,0,0,Mon: 11:00 – 22:30 | Tue: 11:00 – 22:30 | Wed: 11:00 – 22:30 | Thu: 11:00 – 22:30 | Fri: 11:00 – 22:30 | Sat: 12:00 – 23:00 | Sun: 12:00 – 22:30,Terrace,https://www.google.com/maps/search/?api=1&query=Restaurang+Hang+Chow+Drottningholmsv%C3%A4gen+21%2C+112+42+Stockholm%2C+Sweden
Dovas D. pub & bar,"Sankt Eriksgatan 53, 112 34 Stockholm, Sweden",59.3355718,18.0331169,50,,No,,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Dovas+D.+pub+%26+bar+Sankt+Eriksgatan+53%2C+112+34+Stockholm%2C+Sweden
Socialen Bar,"Hammarby Kaj 4, 120 32 Stockholm, Sweden",59.3029322,18.0813267,50,,No,,0,0,Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 23:00 | Sat: 16:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Socialen+Bar+Hammarby+Kaj+4%2C+120+32+Stockholm%2C+Sweden
Emanuel Bistro & Bar,"Hornsgatan 41, 118 49 Stockholm, Sweden",59.3183322,18.0591106,50,,No,,0,0,Mon: 11:00 – 00:00 | Tue: 11:00 – 00:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 00:00,Terrace,https://www.google.com/maps/search/?api=1&query=Emanuel+Bistro+%26+Bar+Hornsgatan+41%2C+118+49+Stockholm%2C+Sweden
Samrat of India Indisk Restaurang,"Katarina Bangata 27, 116 39 Stockholm, Sweden",59.3116983,18.0792672,50,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 13:00 – 22:00 | Sun: 13:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Samrat+of+India+Indisk+Restaurang+Katarina+Bangata+27%2C+116+39+Stockholm%2C+Sweden
Restaurang Pizzeria Il Coure,"Fyrvaktarkroken 16, 121 32 Enskededalen, Sverige",59.29009339999999,18.0916167,50,,No,,0,0,Mon: 10:00 – 22:00 | Tue: 10:00 – 22:00 | Wed: 10:00 – 22:00 | Thu: 10:00 – 22:00 | Fri: 10:00 – 22:00 | Sat: 11:00 – 22:00 | Sun: 11:00 – 22:00,Terrace,https://www.google.com/maps/search/?api=1&query=Restaurang+Pizzeria+Il+Coure+Fyrvaktarkroken+16%2C+121+32+Enskededalen%2C+Sverige
Ölstugan 1892 Tullen,"Sveavägen 64, 111 34 Stockholm, Sweden",59.33904959999999,18.060691,52,,No,,0,0,Mon: 11:00 – 03:00 | Tue: 11:00 – 03:00 | Wed: 11:00 – 03:00 | Thu: 11:00 – 03:00 | Fri: 11:00 – 03:00 | Sat: 12:00 – 03:00 | Sun: 12:00 – 03:00,,https://www.google.com/maps/search/?api=1&query=%C3%96lstugan+1892+Tullen+Sveav%C3%A4gen+64%2C+111+34+Stockholm%2C+Sweden
Ölstugan Tullen Kungsholmen,"Hantverkargatan 26, 112 21 Stockholm, Sweden",59.3291291,18.0428659,52,,No,,0,0,Mon: 11:00 – 01:00 | Tue: 11:00 – 01:00 | Wed: 11:00 – 01:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 03:00 | Sat: 12:00 – 03:00 | Sun: 12:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=%C3%96lstugan+Tullen+Kungsholmen+Hantverkargatan+26%2C+112+21+Stockholm%2C+Sweden
