Name,Address,Latitude,Longitude,BeerPrice,HappyHourPrice,HasHappyHour,HappyHourTimes,AvgRating,RatingsCount,OpeningHours,SpecialNotes,URL
Restaurang Oummi,"Lilla Nygatan 11, 111 28 Stockholm, Sweden",59.32395349999999,18.0685073,89,,No,,0,0,Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00 | Sun: 16:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Restaurang+Oummi+Lilla+Nygatan+11%2C+111+28+Stockholm%2C+Sweden
Glashuset Restaurant & Bar,"Strandvägen 18, 114 56 Stockholm, Sweden",59.3312437,18.0825708,89,,No,,0,0,Mon: 11:30 – 23:00 | Tue: 11:30 – 23:00 | Wed: 11:30 – 00:00 | Thu: 11:30 – 00:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00 | Sun: 11:30 – 23:00,,https://www.google.com/maps/search/?api=1&query=Glashuset+Restaurant+%26+Bar+Strandv%C3%A4gen+18%2C+114+56+Stockholm%2C+Sweden
Flippin' Burgers,"Norrlandsgatan 16, 111 43 Stockholm, Sweden",59.33462959999999,18.071311,89,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 22:00 | Sat: 12:00 – 22:00 | Sun: 12:00 – 20:30,,https://www.google.com/maps/search/?api=1&query=Flippin%27+Burgers+Norrlandsgatan+16%2C+111+43+Stockholm%2C+Sweden
El Cielo - Tapas & Cava,"Fleminggatan 22A, 112 32 Stockholm, Sweden",59.3333203,18.0432312,89,,Yes,Mon 15:00–18:30; Tue 15:00–18:30; Wed 15:00–18:30; Thu 15:00–18:30; Fri 15:00–18:30,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 00:00 | Sat: 12:00 – 00:00 | Sun: 13:00 – 23:00,Happy Hour (Mon 15:00–18:30; Tue 15:00–18:30; Wed 15:00–18:30; Thu 15:00–18:30; Fri 15:00–18:30),https://www.google.com/maps/search/?api=1&query=El+Cielo+-+Tapas+%26+Cava+Fleminggatan+22A%2C+112+32+Stockholm%2C+Sweden
Bar Brahe,"Bredgränd 2, 111 30 Stockholm, Sweden",59.32550829999999,18.0749248,89,,No,,0,0,Wed: 17:00 – 23:30 | Thu: 17:00 – 23:30 | Fri: 17:00 – 01:00 | Sat: 17:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bar+Brahe+Bredgr%C3%A4nd+2%2C+111+30+Stockholm%2C+Sweden
Chewie's Bar,"Norr Mälarstrand 32, 112 20 Stockholm, Sweden",59.3268685,18.0429019,89,,No,,0,0,Wed: 17:00 – 22:00 | Thu: 17:00 – 22:00 | Fri: 17:00 – 22:00,Terrace,https://www.google.com/maps/search/?api=1&query=Chewie%27s+Bar+Norr+M%C3%A4larstrand+32%2C+112+20+Stockholm%2C+Sweden
Stockholm Ost & Chark,"Renstiernas Gata 27, 116 31 Stockholm, Sweden",59.3137065,18.0848534,89,,No,,0,0,Mon: 10:00 – 18:00 | Tue: 10:00 – 22:00 | Wed: 10:00 – 22:00 | Thu: 10:00 – 22:00 | Fri: 10:00 – 22:00 | Sat: 10:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Stockholm+Ost+%26+Chark+Renstiernas+Gata+27%2C+116+31+Stockholm%2C+Sweden
Orangeriet,"Norr Mälarstrand Kajplats 464, Norr Mälarstrand 29, 112 20 Stockholm, Sweden",59.3264546,18.0438902,89,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 00:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00 | Sun: 11:30 – 22:00,Terrace,https://www.google.com/maps/search/?api=1&query=Orangeriet+Norr+M%C3%A4larstrand+Kajplats+464%2C+Norr+M%C3%A4larstrand+29%2C+112+20+Stockholm%2C+Sweden
Barrels Burgers & Beer,"Bysistorget 4, 118 21 Stockholm, Sweden",59.3184579,18.0563148,89,,No,,0,0,Mon: 11:00 – 21:00 | Tue: 11:00 – 21:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 22:00 | Fri: 11:00 – 23:00 | Sat: 11:30 – 23:00 | Sun: 11:30 – 21:00,,https://www.google.com/maps/search/?api=1&query=Barrels+Burgers+%26+Beer+Bysistorget+4%2C+118+21+Stockholm%2C+Sweden
Il Conte,"Grevgatan 9, 114 53 Stockholm, Sweden",59.33286680000001,18.0837311,89,,No,,0,0,Mon: 16:30 – 22:30 | Tue: 16:30 – 22:30 | Wed: 16:30 – 22:30 | Thu: 16:30 – 22:30 | Fri: 16:30 – 00:00 | Sat: 12:00 – 00:00 | Sun: 12:00 – 21:00,,https://www.google.com/maps/search/?api=1&query=Il+Conte+Grevgatan+9%2C+114+53+Stockholm%2C+Sweden
Restaurang Östgötakällaren,"Östgötagatan 41, 116 25 Stockholm, Sweden",59.31383469999999,18.0771457,89,,No,,0,0,Mon: 16:00 – 23:00 | Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 11:30 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 23:00,Terrace,https://www.google.com/maps/search/?api=1&query=Restaurang+%C3%96stg%C3%B6tak%C3%A4llaren+%C3%96stg%C3%B6tagatan+41%2C+116+25+Stockholm%2C+Sweden
KAJSAS I PARKEN,"Stora Mejtens Gränd 16, 116 35 Stockholm, Sweden",59.3112193,18.0909629,89,,No,,0,0,Mon: 10:00 – 21:00 | Tue: 10:00 – 21:00 | Wed: 10:00 – 21:00 | Thu: 10:00 – 21:00 | Fri: 11:00 – 21:00 | Sat: 10:00 – 22:00 | Sun: 10:00 – 21:00,Terrace · Live Music · Pets OK,https://www.google.com/maps/search/?api=1&query=KAJSAS+I+PARKEN+Stora+Mejtens+Gr%C3%A4nd+16%2C+116+35+Stockholm%2C+Sweden
Stockholm Under Stjärnorna,"Brunkebergstorg 2, 4, 111 51 Stockholm, Sweden",59.33073439999999,18.0669868,89,,No,,0,0,,,https://www.google.com/maps/search/?api=1&query=Stockholm+Under+Stj%C3%A4rnorna+Brunkebergstorg+2%2C+4%2C+111+51+Stockholm%2C+Sweden
Restaurang Polpette,"Drottninggatan 6, 111 51 Stockholm, Sweden",59.3292326,18.0662014,89,,Yes,Mon 14:00–17:00; Tue 14:00–17:00; Wed 14:00–17:00; Thu 14:00–17:00; Fri 14:00–17:00,0,0,Mon: 10:00 – 23:00 | Tue: 10:00 – 23:00 | Wed: 10:00 – 23:00 | Thu: 10:00 – 23:00 | Fri: 10:00 – 23:00 | Sat: 11:00 – 23:00 | Sun: 11:00 – 23:00,Happy Hour (Mon 14:00–17:00; Tue 14:00–17:00; Wed 14:00–17:00; Thu 14:00–17:00; Fri 14:00–17:00),https://www.google.com/maps/search/?api=1&query=Restaurang+Polpette+Drottninggatan+6%2C+111+51+Stockholm%2C+Sweden
The Queen's Head,"Drottninggatan 108, 113 60 Stockholm, Sweden",59.3388516,18.0566955,89,,No,,0,0,Mon: 16:00 – 01:00 | Tue: 16:00 – 01:00 | Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=The+Queen%27s+Head+Drottninggatan+108%2C+113+60+Stockholm%2C+Sweden
Gioia,"Gamla Brogatan 36, 111 20 Stockholm, Sweden",59.3333283,18.0571444,90,,No,,0,0,Mon: 17:00 – 22:00 | Tue: 17:00 – 23:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 00:00 | Fri: 15:00 – 00:00 | Sat: 12:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Gioia+Gamla+Brogatan+36%2C+111+20+Stockholm%2C+Sweden
Tennstopet Restaurang - Bar & Pub,"Dalagatan 50, 113 24 Stockholm, Sweden",59.34188,18.0456936,90,,No,,0,0,Mon: 12:00 – 23:00 | Tue: 12:00 – 00:00 | Wed: 12:00 – 00:00 | Thu: 12:00 – 00:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Tennstopet+Restaurang+-+Bar+%26+Pub+Dalagatan+50%2C+113+24+Stockholm%2C+Sweden
Röda Huset,"Malmskillnadsgatan 9, 111 47 Stockholm, Sweden",59.3327586,18.0661482,90,,No,,0,0,Mon: 17:00 – 00:00 | Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 00:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=R%C3%B6da+Huset+Malmskillnadsgatan+9%2C+111+47+Stockholm%2C+Sweden
Krogen Soldaten Svejk,"Östgötagatan 35, 116 25 Stockholm, Sweden",59.3144218,18.0767326,92,,No,,0,0,Mon: 16:00 – 23:00 | Tue: 16:00 – 23:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 16:00 – 00:00 | Sat: 15:00 – 00:00 | Sun: 16:00 – 23:00,Terrace,https://www.google.com/maps/search/?api=1&query=Krogen+Soldaten+Svejk+%C3%96stg%C3%B6tagatan+35%2C+116+25+Stockholm%2C+Sweden
Stureplan 1,"Sturegatan, 111 45 Stockholm, Sweden",59.33604630000001,18.0729902,92,,No,,0,0,,,https://www.google.com/maps/search/?api=1&query=Stureplan+1+Sturegatan%2C+111+45+Stockholm%2C+Sweden
Tudor Arms,"Grevgatan 31, 114 53 Stockholm, Sweden",59.33494049999999,18.0852919,92,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 15:00 – 23:00 | Sat: 13:00 – 23:00 | Sun: 13:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Tudor+Arms+Grevgatan+31%2C+114+53+Stockholm%2C+Sweden
Bryggeri Munkbron,"Lilla Nygatan 2, 111 28 Stockholm, Sweden",59.3244749,18.067483,93,,No,,0,0,Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 16:00 – 01:00 | Sat: 16:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Bryggeri+Munkbron+Lilla+Nygatan+2%2C+111+28+Stockholm%2C+Sweden
Riche,"Birger Jarlsgatan 4, 114 34 Stockholm, Sweden",59.33348480000001,18.0757958,93,,No,,0,0,Mon: 11:30 – 00:00 | Tue: 11:30 – 00:00 | Wed: 11:30 – 02:00 | Thu: 11:30 – 02:00 | Fri: 11:30 – 02:00 | Sat: 11:00 – 02:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Riche+Birger+Jarlsgatan+4%2C+114+34+Stockholm%2C+Sweden
Strandbistron,"Strandvägen Kajplats 19, 114 56 Stockholm, Sweden",59.3312943,18.0839865,94,,No,,0,0,Mon: 10:00 – 23:00 | Tue: 10:00 – 23:00 | Wed: 10:00 – 23:00 | Thu: 10:00 – 23:00 | Fri: 10:00 – 23:00 | Sat: 10:00 – 23:00 | Sun: 10:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Strandbistron+Strandv%C3%A4gen+Kajplats+19%2C+114+56+Stockholm%2C+Sweden
Restaurang De Svarta Fåren,"Stortorget 16, 111 29 Stockholm, Sweden",59.325016,18.0702648,95,,No,,0,0,Mon: 10:30 – 00:00 | Tue: 10:30 – 00:00 | Wed: 10:30 – 00:00 | Thu: 10:30 – 00:00 | Fri: 10:30 – 00:00 | Sat: 10:30 – 00:00 | Sun: 10:30 – 00:00,,https://www.google.com/maps/search/?api=1&query=Restaurang+De+Svarta+F%C3%A5ren+Stortorget+16%2C+111+29+Stockholm%2C+Sweden
Grodan,"Grev Turegatan 16, 114 46 Stockholm, Sweden",59.33589199999999,18.0758047,95,,No,,0,0,Mon: 07:30 – 22:00 | Tue: 07:30 – 22:00 | Wed: 07:30 – 23:00 | Thu: 07:30 – 23:00 | Fri: 07:30 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Grodan+Grev+Turegatan+16%2C+114+46+Stockholm%2C+Sweden
BrewDog Södermalm,"Ringvägen 149B, 116 31 Stockholm, Sweden",59.3092693,18.0831161,95,,No,,0,0,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 23:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=BrewDog+S%C3%B6dermalm+Ringv%C3%A4gen+149B%2C+116+31+Stockholm%2C+Sweden
Xarcuteria,"Hantverkargatan 40, 112 21 Stockholm, Sweden",59.3295463,18.0399972,95,,No,,0,0,Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 23:00 | Fri: 17:00 – 00:00 | Sat: 17:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Xarcuteria+Hantverkargatan+40%2C+112+21+Stockholm%2C+Sweden
Kasten Bistro av Jim&Jacob,"Fredrikshovsgatan 4, 115 23 Stockholm, Sweden",59.3326927,18.0938764,95,,No,,0,0,Tue: 11:30 – 23:00 | Wed: 11:30 – 23:00 | Thu: 11:30 – 23:00 | Fri: 11:30 – 23:30 | Sat: 16:30 – 23:30,,https://www.google.com/maps/search/?api=1&query=Kasten+Bistro+av+Jim%26Jacob+Fredrikshovsgatan+4%2C+115+23+Stockholm%2C+Sweden
Bar Nordic,"Vasagatan 52, 111 20 Stockholm, Sweden",59.33460429999999,18.0560126,95,,No,,0,0,Tue: 17:00 – 22:00 | Wed: 17:00 – 22:00 | Thu: 17:00 – 22:00 | Fri: 16:00 – 00:00 | Sat: 16:00 – 00:00,,https://www.google.com/maps/search/?api=1&query=Bar+Nordic+Vasagatan+52%2C+111+20+Stockholm%2C+Sweden
Strandvägen 1,"Strandvägen 1, 114 51 Stockholm, Sweden",59.3326903,18.0776929,96,,No,,0,0,Mon: 11:30 – 23:00 | Tue: 11:30 – 23:00 | Wed: 11:30 – 23:00 | Thu: 11:30 – 23:00 | Fri: 11:30 – 01:00 | Sat: 11:30 – 01:00 | Sun: 11:30 – 22:00,,https://www.google.com/maps/search/?api=1&query=Strandv%C3%A4gen+1+Strandv%C3%A4gen+1%2C+114+51+Stockholm%2C+Sweden
O'Learys Hötorget,"Slöjdgatan 11, 111 57 Stockholm, Sweden",59.3342644,18.0620253,97,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=O%27Learys+H%C3%B6torget+Sl%C3%B6jdgatan+11%2C+111+57+Stockholm%2C+Sweden
Belgobaren,"Bryggargatan 12, 111 21 Stockholm, Sweden",59.3328794,18.0582981,97,,Yes,Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00,0,0,Mon: 11:00 – 00:00 | Tue: 11:00 – 00:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 01:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 23:00,Terrace · Happy Hour (Mon 15:00–18:00; Tue 15:00–18:00; Wed 15:00–18:00; Thu 15:00–18:00; Fri 15:00–18:00) · DJ · Pets OK,https://www.google.com/maps/search/?api=1&query=Belgobaren+Bryggargatan+12%2C+111+21+Stockholm%2C+Sweden
Man in the Moon,"Tegnérgatan 2C, 113 58 Stockholm, Sweden",59.3408336,18.0642493,98,,No,,0,0,Mon: 11:00 – 23:00 | Tue: 11:00 – 00:00 | Wed: 11:00 – 00:00 | Thu: 11:00 – 00:00 | Fri: 11:00 – 01:00 | Sat: 12:00 – 01:00,,https://www.google.com/maps/search/?api=1&query=Man+in+the+Moon+Tegn%C3%A9rgatan+2C%2C+113+58+Stockholm%2C+Sweden
Omnipollos hatt,"Hökens Gata 1A, 116 46 Stockholm, Sweden",59.3180636,18.0722704,98,,No,,0,0,Mon: 12:00 – 01:00 | Tue: 12:00 – 01:00 | Wed: 12:00 – 01:00 | Thu: 12:00 – 01:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 01:00,Terrace,https://www.google.com/maps/search/?api=1&query=Omnipollos+hatt+H%C3%B6kens+Gata+1A%2C+116+46+Stockholm%2C+Sweden
Restaurant Cassi,"Narvavägen 30, 115 22 Stockholm, Sweden",59.3365263,18.0911906,98,,No,,0,0,Mon: 10:45 – 20:00 | Tue: 10:45 – 20:00 | Wed: 10:45 – 20:00 | Thu: 10:45 – 20:00 | Fri: 10:45 – 20:00 | Sun: 13:00 – 20:00,,https://www.google.com/maps/search/?api=1&query=Restaurant+Cassi+Narvav%C3%A4gen+30%2C+115+22+Stockholm%2C+Sweden
O'Learys,"Centralplan 15, 111 20 Stockholm, Sweden",59.3299254,18.0589889,99,,No,,0,0,Mon: 11:00 – 22:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 23:00 | Sat: 11:00 – 23:00 | Sun: 11:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=O%27Learys+Centralplan+15%2C+111+20+Stockholm%2C+Sweden
Television Brewing CO. Bar och Taproom,"Västmannagatan 69, 113 26 Stockholm, Sweden",59.34350610000001,18.0455828,99,,No,,0,0,Tue: 16:00 – 22:00 | Wed: 16:00 – 22:00 | Thu: 16:00 – 22:00 | Fri: 16:00 – 22:00 | Sat: 16:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Television+Brewing+CO.+Bar+och+Taproom+V%C3%A4stmannagatan+69%2C+113+26+Stockholm%2C+Sweden
Mikkeller Stockholm (Södermalm),"Östgötagatan 33, 116 25 Stockholm, Sweden",59.31490669999999,18.0764808,99,,No,,0,0,Tue: 15:00 – 23:00 | Wed: 15:00 – 23:00 | Thu: 15:00 – 23:00 | Fri: 15:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 22:00,,https://www.google.com/maps/search/?api=1&query=Mikkeller+Stockholm+%28S%C3%B6dermalm%29+%C3%96stg%C3%B6tagatan+33%2C+116+25+Stockholm%2C+Sweden
Pharmarium,"Stortorget 7, 111 29 Stockholm, Sweden",59.3248049,18.0708525,100,,No,,0,0,Mon: 17:00 – 23:00 | Tue: 17:00 – 23:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 15:00 – 01:00 | Sat: 15:00 – 01:00 | Sun: 17:00 – 23:00,,https://www.google.com/maps/search/?api=1&query=Pharmarium+Stortorget+7%2C+111+29+Stockholm%2C+Sweden
TAK Stockholm,"Brunkebergstorg 4, 111 51 Stockholm, Sweden",59.3321,18.0646,115,,No,,4.5,2800,Tue: 17:00 – 01:00 | Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00 | Sun: 14:00 – 00:00,Terrace · DJ · WiFi,https://www.takstockholm.com
Stockholm Under Stjärnorna (SUS),"Brunkebergstorg 2-4, 111 51 Stockholm, Sweden",59.3322,18.0645,99,,No,,4.4,1500,Wed: 16:00 – 01:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00 | Sun: 14:00 – 00:00,Terrace · DJ · Live Music,https://stockholmunderstjarnorna.se
Mosebacketerrassen,"Mosebacke Torg 3, 116 46 Stockholm, Sweden",59.3178,18.0743,79,,Yes,Mon–Fri 16:00–18:00,4.3,3200,Mon: 16:00 – 23:00 | Tue: 16:00 – 23:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 00:00 | Fri: 15:00 – 01:00 | Sat: 13:00 – 01:00 | Sun: 13:00 – 22:00,Terrace · Happy Hour (Mon–Fri 16:00–18:00) · DJ · Live Music · Pets OK,https://www.sodrateatern.com
Trädgården,"Hammarby Slussväg 2, 118 60 Stockholm, Sweden",59.3089,18.0719,79,,No,,4.2,4100,Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 16:00 – 03:00 | Sat: 14:00 – 03:00 | Sun: 14:00 – 01:00,Terrace · DJ · Live Music · WiFi · Pets OK,https://www.tradgarden.com
Gondolen,"Stadsgården 6, 116 45 Stockholm, Sweden",59.3199,18.07,99,,No,,4.1,1900,Mon: 17:00 – 00:00 | Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 00:00 | Fri: 17:00 – 01:00 | Sat: 17:00 – 01:00 | Sun: 17:00 – 22:00,Terrace · WiFi,https://www.gondolen.se
Takpark by Urban Deli,"Sveavägen 44, 111 34 Stockholm, Sweden",59.339,18.0602,89,,Yes,Mon–Fri 15:00–18:00,4.2,1200,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 00:00 | Sat: 11:00 – 00:00 | Sun: 11:00 – 21:00,Terrace · Happy Hour (Mon–Fri 15:00–18:00) · DJ · WiFi · Pets OK,https://www.urbandeli.org
Freyja + Söder Rooftop,"Hornsgatan 18, 118 20 Stockholm, Sweden",59.3177,18.0485,105,,No,,4.3,800,Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00,Terrace · DJ · WiFi,https://www.freyjasoderrooftop.se
Pelago Rooftop,"Urvädergränd 15A, 116 46 Stockholm, Sweden",59.3165,18.0772,110,,No,,4.5,650,Wed: 17:00 – 01:00 | Thu: 17:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00 | Sun: 14:00 – 00:00,Terrace · DJ · Live Music · WiFi,https://www.pelagorooftop.se
Debaser Pontonen,"Karl Johans Torg 1, 117 31 Stockholm, Sweden",59.3148,18.036,79,,No,,4.1,1800,Mon: 12:00 – 22:00 | Tue: 12:00 – 22:00 | Wed: 12:00 – 23:00 | Thu: 12:00 – 23:00 | Fri: 12:00 – 01:00 | Sat: 12:00 – 01:00 | Sun: 12:00 – 22:00,Terrace · DJ · Live Music · Pets OK,https://www.debaser.se
Omnipollos Flora,"Humlegårdsparken, 114 19 Stockholm, Sweden",59.3397,18.0757,79,,No,,4.4,900,Mon: 12:00 – 20:00 | Tue: 12:00 – 20:00 | Wed: 12:00 – 21:00 | Thu: 12:00 – 21:00 | Fri: 12:00 – 22:00 | Sat: 12:00 – 22:00 | Sun: 12:00 – 20:00,Terrace · Pets OK,https://www.omnipollo.com
3Sixty Skybar,"Sjövikskajen 48, 117 57 Stockholm, Sweden",59.3092,18.0163,99,,No,,4.3,750,Tue: 17:00 – 23:00 | Wed: 17:00 – 23:00 | Thu: 17:00 – 01:00 | Fri: 16:00 – 02:00 | Sat: 14:00 – 02:00 | Sun: 14:00 – 22:00,Terrace · DJ · WiFi,https://www.3sixtybar.se
Bar Charles,"Nybrokajen 9, 111 48 Stockholm, Sweden",59.333,18.0822,105,,No,,4.2,500,Mon: 16:00 – 00:00 | Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00 | Sun: 14:00 – 22:00,Terrace · WiFi,https://www.barcharles.se
Josefina,"Djurgårdsvägen 68, 115 21 Stockholm, Sweden",59.3298,18.101,99,,Yes,Mon–Fri 15:00–18:00,4.1,1400,Mon: 11:00 – 22:00 | Tue: 11:00 – 22:00 | Wed: 11:00 – 22:00 | Thu: 11:00 – 23:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 21:00,Terrace · Happy Hour (Mon–Fri 15:00–18:00) · DJ · WiFi,https://www.josefina.nu
Sjöstaden Skybar,"Hammarby Allé 12B, 120 30 Stockholm, Sweden",59.3032,18.0892,90,,Yes,Mon–Fri 16:00–19:00,4,430,Mon: 16:00 – 22:00 | Tue: 16:00 – 22:00 | Wed: 16:00 – 23:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00,Terrace · Happy Hour (Mon–Fri 16:00–19:00) · DJ · WiFi,
Lydmar Hotel Terrace,"Södra Blasieholmshamnen 2, 111 48 Stockholm, Sweden",59.331,18.078,115,,No,,4.3,700,Mon: 11:00 – 23:00 | Tue: 11:00 – 23:00 | Wed: 11:00 – 23:00 | Thu: 11:00 – 00:00 | Fri: 11:00 – 01:00 | Sat: 11:00 – 01:00 | Sun: 11:00 – 22:00,Terrace · Live Music · WiFi,https://www.lydmar.com
Dramaten Terrassen,"Nybrogatan 2, 114 34 Stockholm, Sweden",59.3352,18.082,90,,No,,4.1,600,Mon: 15:00 – 22:00 | Tue: 15:00 – 22:00 | Wed: 15:00 – 22:00 | Thu: 15:00 – 23:00 | Fri: 15:00 – 01:00 | Sat: 14:00 – 01:00 | Sun: 14:00 – 22:00,Terrace · DJ · WiFi,https://www.dramaten.se
Scandic Anglais Skybar,"Humlegårdsgatan 23, 102 44 Stockholm, Sweden",59.3378,18.0718,99,,No,,4,500,Tue: 16:00 – 00:00 | Wed: 16:00 – 00:00 | Thu: 16:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00,Terrace · DJ · WiFi,https://www.scandichotels.com/hotels/sweden/stockholm/scandic-anglais
Arc Rooftop at Blique by Nobis,"Gävlegatan 18, 113 30 Stockholm, Sweden",59.3448,18.0542,115,,No,,4.4,450,Tue: 17:00 – 00:00 | Wed: 17:00 – 00:00 | Thu: 17:00 – 01:00 | Fri: 15:00 – 02:00 | Sat: 14:00 – 02:00,Terrace · DJ · WiFi,https://www.bliquebynobishotel.com
Slakthuset Rooftop,"Slakthusgatan 6, 121 62 Stockholm, Sweden",59.2975,18.0862,90,,No,,4.2,380,Wed: 18:00 – 01:00 | Thu: 18:00 – 01:00 | Fri: 17:00 – 03:00 | Sat: 16:00 – 03:00,Terrace · DJ · Live Music · WiFi,https://www.slakthuset.se
Sjöcaféet vid Djurgårdsbron,"Djurgårdsbron 1, 115 21 Stockholm, Sweden",59.3322,18.0966,79,,No,,4.2,1100,Mon: 10:00 – 20:00 | Tue: 10:00 – 20:00 | Wed: 10:00 – 20:00 | Thu: 10:00 – 21:00 | Fri: 10:00 – 22:00 | Sat: 10:00 – 22:00 | Sun: 10:00 – 20:00,Terrace · Pets OK,https://www.sjocafeet.se
